trajectory_type,period,time_hour,series,value
flow,80,20.0,wind_nominal_mw,8.408408408408409
flow,81,20.25,wind_nominal_mw,14.714714714714715
flow,82,20.5,wind_nominal_mw,22.972972972972975
flow,83,20.75,wind_nominal_mw,24.624624624624627
flow,84,21.0,wind_nominal_mw,21.32132132132132
flow,85,21.25,wind_nominal_mw,12.462462462462463
flow,86,21.5,wind_nominal_mw,13.063063063063064
flow,87,21.75,wind_nominal_mw,16.516516516516518
flow,88,22.0,wind_nominal_mw,15.915915915915916
flow,89,22.25,wind_nominal_mw,13.813813813813814
flow,90,22.5,wind_nominal_mw,17.41741741741742
flow,91,22.75,wind_nominal_mw,16.216216216216218
flow,92,23.0,wind_nominal_mw,8.108108108108109
flow,93,23.25,wind_nominal_mw,3.9039039039039043
flow,94,23.5,wind_nominal_mw,3.4534534534534536
flow,95,23.75,wind_nominal_mw,3.3033033033033035
flow,0,0.0,wind_worst_mw,11.861861861861865
flow,1,0.25,wind_worst_mw,20.57057057057057
flow,2,0.5,wind_worst_mw,22.7027027027027
flow,3,0.75,wind_worst_mw,25.345345345345347
flow,4,1.0,wind_worst_mw,15.855855855855854
flow,5,1.25,wind_worst_mw,17.8978978978979
flow,6,1.5,wind_worst_mw,20.54054054054054
flow,7,1.75,wind_worst_mw,23.303303303303302
flow,8,2.0,wind_worst_mw,22.7027027027027
flow,9,2.25,wind_worst_mw,33.15315315315316
flow,10,2.5,wind_worst_mw,40.00000000000001
flow,11,2.75,wind_worst_mw,38.31831831831832
flow,12,3.0,wind_worst_mw,26.066066066066064
flow,13,3.25,wind_worst_mw,19.45945945945946
flow,14,3.5,wind_worst_mw,21.171171171171167
flow,15,3.75,wind_worst_mw,25.825825825825824
flow,16,4.0,wind_worst_mw,32.432432432432435
flow,17,4.25,wind_worst_mw,28.67867867867868
flow,18,4.5,wind_worst_mw,30.03003003003003
flow,19,4.75,wind_worst_mw,24.324324324324323
flow,20,5.0,wind_worst_mw,24.624624624624623
flow,21,5.25,wind_worst_mw,21.77177177177177
flow,22,5.5,wind_worst_mw,22.522522522522518
flow,23,5.75,wind_worst_mw,18.468468468468476
flow,24,6.0,wind_worst_mw,15.915915915915916
flow,25,6.25,wind_worst_mw,15.465465465465465
flow,26,6.5,wind_worst_mw,13.213213213213214
flow,27,6.75,wind_worst_mw,13.363363363363364
flow,28,7.0,wind_worst_mw,12.312312312312311
flow,29,7.25,wind_worst_mw,16.366366366366368
flow,30,7.5,wind_worst_mw,14.414414414414415
flow,31,7.75,wind_worst_mw,16.666666666666668
flow,32,8.0,wind_worst_mw,16.666666666666668
flow,33,8.25,wind_worst_mw,15.015015015015017
flow,34,8.5,wind_worst_mw,13.513513513513512
flow,35,8.75,wind_worst_mw,13.363363363363364
flow,36,9.0,wind_worst_mw,15.615615615615617
flow,37,9.25,wind_worst_mw,19.66966966966967
flow,38,9.5,wind_worst_mw,30.33033033033033
flow,39,9.75,wind_worst_mw,27.92792792792793
flow,40,10.0,wind_worst_mw,20.57057057057057
flow,41,10.25,wind_worst_mw,19.219219219219223
flow,42,10.5,wind_worst_mw,16.666666666666668
flow,43,10.75,wind_worst_mw,19.06906906906907
flow,44,11.0,wind_worst_mw,19.36936936936937
flow,45,11.25,wind_worst_mw,18.16816816816817
flow,46,11.5,wind_worst_mw,18.318318318318322
flow,47,11.75,wind_worst_mw,19.51951951951952
flow,48,12.0,wind_worst_mw,12.462462462462465
flow,49,12.25,wind_worst_mw,14.114114114114116
flow,50,12.5,wind_worst_mw,10.21021021021021
flow,51,12.75,wind_worst_mw,9.75975975975976
flow,52,13.0,wind_worst_mw,11.11111111111111
flow,53,13.25,wind_worst_mw,11.411411411411411
flow,54,13.5,wind_worst_mw,8.258258258258259
flow,55,13.75,wind_worst_mw,5.855855855855856
flow,56,14.0,wind_worst_mw,3.153153153153154
flow,57,14.25,wind_worst_mw,2.5525525525525525
flow,58,14.5,wind_worst_mw,1.5015015015015016
flow,59,14.75,wind_worst_mw,3.3033033033033035
flow,60,15.0,wind_worst_mw,2.2522522522522523
flow,61,15.25,wind_worst_mw,4.504504504504505
flow,62,15.5,wind_worst_mw,6.306306306306308
flow,63,15.75,wind_worst_mw,4.354354354354355
flow,64,16.0,wind_worst_mw,6.006006006006006
flow,65,16.25,wind_worst_mw,5.555555555555556
flow,66,16.5,wind_worst_mw,6.156156156156157
flow,67,16.75,wind_worst_mw,4.804804804804806
flow,68,17.0,wind_worst_mw,5.555555555555556
flow,69,17.25,wind_worst_mw,5.405405405405406
flow,70,17.5,wind_worst_mw,3.903903903903904
flow,71,17.75,wind_worst_mw,2.702702702702703
flow,72,18.0,wind_worst_mw,4.2042042042042045
flow,73,18.25,wind_worst_mw,6.606606606606607
flow,74,18.5,wind_worst_mw,4.954954954954955
flow,75,18.75,wind_worst_mw,7.6576576576576585
flow,76,19.0,wind_worst_mw,7.5075075075075075
flow,77,19.25,wind_worst_mw,7.057057057057058
flow,78,19.5,wind_worst_mw,10.360360360360362
flow,79,19.75,wind_worst_mw,8.408408408408409
flow,80,20.0,wind_worst_mw,8.408408408408409
flow,81,20.25,wind_worst_mw,14.714714714714715
flow,82,20.5,wind_worst_mw,22.972972972972975
flow,83,20.75,wind_worst_mw,24.624624624624623
flow,84,21.0,wind_worst_mw,21.32132132132132
flow,85,21.25,wind_worst_mw,12.462462462462465
flow,86,21.5,wind_worst_mw,13.063063063063064
flow,87,21.75,wind_worst_mw,16.516516516516518
flow,88,22.0,wind_worst_mw,15.915915915915916
flow,89,22.25,wind_worst_mw,13.813813813813816
flow,90,22.5,wind_worst_mw,17.41741741741742
flow,91,22.75,wind_worst_mw,16.216216216216218
flow,92,23.0,wind_worst_mw,8.108108108108109
flow,93,23.25,wind_worst_mw,3.903903903903904
flow,94,23.5,wind_worst_mw,3.4534534534534536
flow,95,23.75,wind_worst_mw,3.3033033033033035
flow,0,0.0,wind_fixed_hydrogen_mw,4.744744744744746
flow,1,0.25,wind_fixed_hydrogen_mw,8.228228228228229
flow,2,0.5,wind_fixed_hydrogen_mw,11.351351351351353
flow,3,0.75,wind_fixed_hydrogen_mw,12.672672672672673
flow,4,1.0,wind_fixed_hydrogen_mw,7.927927927927928
flow,5,1.25,wind_fixed_hydrogen_mw,8.94894894894895
flow,6,1.5,wind_fixed_hydrogen_mw,10.270270270270272
flow,7,1.75,wind_fixed_hydrogen_mw,11.651651651651653
flow,8,2.0,wind_fixed_hydrogen_mw,11.351351351351353
flow,9,2.25,wind_fixed_hydrogen_mw,16.576576576576578
flow,10,2.5,wind_fixed_hydrogen_mw,20.000000000000004
flow,11,2.75,wind_fixed_hydrogen_mw,19.15915915915916
flow,12,3.0,wind_fixed_hydrogen_mw,13.033033033033032
flow,13,3.25,wind_fixed_hydrogen_mw,9.72972972972973
flow,14,3.5,wind_fixed_hydrogen_mw,8.468468468468469
flow,15,3.75,wind_fixed_hydrogen_mw,10.33033033033033
flow,16,4.0,wind_fixed_hydrogen_mw,12.972972972972974
flow,17,4.25,wind_fixed_hydrogen_mw,11.471471471471473
flow,18,4.5,wind_fixed_hydrogen_mw,12.012012012012011
flow,19,4.75,wind_fixed_hydrogen_mw,9.72972972972973
flow,20,5.0,wind_fixed_hydrogen_mw,9.849849849849852
flow,21,5.25,wind_fixed_hydrogen_mw,8.70870870870871
flow,22,5.5,wind_fixed_hydrogen_mw,9.00900900900901
flow,23,5.75,wind_fixed_hydrogen_mw,7.387387387387389
flow,24,6.0,wind_fixed_hydrogen_mw,6.366366366366367
flow,25,6.25,wind_fixed_hydrogen_mw,6.1861861861861875
flow,26,6.5,wind_fixed_hydrogen_mw,5.285285285285286
flow,27,6.75,wind_fixed_hydrogen_mw,5.345345345345347
flow,28,7.0,wind_fixed_hydrogen_mw,4.924924924924926
flow,29,7.25,wind_fixed_hydrogen_mw,6.546546546546548
flow,30,7.5,wind_fixed_hydrogen_mw,5.7657657657657655
flow,31,7.75,wind_fixed_hydrogen_mw,6.666666666666668
flow,32,8.0,wind_fixed_hydrogen_mw,6.666666666666668
flow,33,8.25,wind_fixed_hydrogen_mw,6.006006006006006
flow,34,8.5,wind_fixed_hydrogen_mw,5.405405405405406
flow,35,8.75,wind_fixed_hydrogen_mw,5.345345345345347
flow,36,9.0,wind_fixed_hydrogen_mw,6.246246246246248
flow,37,9.25,wind_fixed_hydrogen_mw,7.867867867867869
flow,38,9.5,wind_fixed_hydrogen_mw,12.132132132132131
flow,39,9.75,wind_fixed_hydrogen_mw,11.171171171171173
flow,40,10.0,wind_fixed_hydrogen_mw,8.228228228228229
flow,41,10.25,wind_fixed_hydrogen_mw,7.687687687687689
flow,42,10.5,wind_fixed_hydrogen_mw,6.666666666666668
flow,43,10.75,wind_fixed_hydrogen_mw,7.627627627627628
flow,44,11.0,wind_fixed_hydrogen_mw,7.7477477477477485
flow,45,11.25,wind_fixed_hydrogen_mw,7.267267267267268
flow,46,11.5,wind_fixed_hydrogen_mw,7.327327327327327
flow,47,11.75,wind_fixed_hydrogen_mw,7.807807807807808
flow,48,12.0,wind_fixed_hydrogen_mw,4.984984984984985
flow,49,12.25,wind_fixed_hydrogen_mw,5.645645645645647
flow,50,12.5,wind_fixed_hydrogen_mw,4.084084084084084
flow,51,12.75,wind_fixed_hydrogen_mw,3.903903903903904
flow,52,13.0,wind_fixed_hydrogen_mw,4.4444444444444455
flow,53,13.25,wind_fixed_hydrogen_mw,4.564564564564565
flow,54,13.5,wind_fixed_hydrogen_mw,3.3033033033033035
flow,55,13.75,wind_fixed_hydrogen_mw,2.3423423423423424
flow,56,14.0,wind_fixed_hydrogen_mw,1.2612612612612615
flow,57,14.25,wind_fixed_hydrogen_mw,1.021021021021021
flow,58,14.5,wind_fixed_hydrogen_mw,0.6006006006006006
flow,59,14.75,wind_fixed_hydrogen_mw,1.3213213213213215
flow,60,15.0,wind_fixed_hydrogen_mw,0.900900900900901
flow,61,15.25,wind_fixed_hydrogen_mw,1.801801801801802
flow,62,15.5,wind_fixed_hydrogen_mw,2.522522522522523
flow,63,15.75,wind_fixed_hydrogen_mw,1.7417417417417418
flow,64,16.0,wind_fixed_hydrogen_mw,2.4024024024024024
flow,65,16.25,wind_fixed_hydrogen_mw,2.2222222222222228
flow,66,16.5,wind_fixed_hydrogen_mw,2.462462462462463
flow,67,16.75,wind_fixed_hydrogen_mw,1.9219219219219223
flow,68,17.0,wind_fixed_hydrogen_mw,2.2222222222222228
flow,69,17.25,wind_fixed_hydrogen_mw,2.1621621621621627
flow,70,17.5,wind_fixed_hydrogen_mw,1.561561561561562
flow,71,17.75,wind_fixed_hydrogen_mw,1.0810810810810814
flow,72,18.0,wind_fixed_hydrogen_mw,1.681681681681682
flow,73,18.25,wind_fixed_hydrogen_mw,2.642642642642643
flow,74,18.5,wind_fixed_hydrogen_mw,1.981981981981982
flow,75,18.75,wind_fixed_hydrogen_mw,3.0630630630630633
flow,76,19.0,wind_fixed_hydrogen_mw,3.003003003003003
flow,77,19.25,wind_fixed_hydrogen_mw,2.8228228228228236
flow,78,19.5,wind_fixed_hydrogen_mw,4.1441441441441444
flow,79,19.75,wind_fixed_hydrogen_mw,3.363363363363364
flow,80,20.0,wind_fixed_hydrogen_mw,3.363363363363364
flow,81,20.25,wind_fixed_hydrogen_mw,5.8858858858858865
flow,82,20.5,wind_fixed_hydrogen_mw,9.189189189189191
flow,83,20.75,wind_fixed_hydrogen_mw,9.849849849849852
flow,84,21.0,wind_fixed_hydrogen_mw,8.528528528528527
flow,85,21.25,wind_fixed_hydrogen_mw,4.984984984984985
flow,86,21.5,wind_fixed_hydrogen_mw,5.225225225225225
flow,87,21.75,wind_fixed_hydrogen_mw,6.606606606606607
flow,88,22.0,wind_fixed_hydrogen_mw,6.366366366366367
flow,89,22.25,wind_fixed_hydrogen_mw,5.525525525525526
flow,90,22.5,wind_fixed_hydrogen_mw,6.966966966966967
flow,91,22.75,wind_fixed_hydrogen_mw,6.486486486486487
flow,92,23.0,wind_fixed_hydrogen_mw,3.2432432432432434
flow,93,23.25,wind_fixed_hydrogen_mw,1.561561561561562
flow,94,23.5,wind_fixed_hydrogen_mw,1.3813813813813816
flow,95,23.75,wind_fixed_hydrogen_mw,1.3213213213213215
flow,0,0.0,wind_nominal_electric_mw,7.117117117117119
flow,1,0.25,wind_nominal_electric_mw,12.342342342342342
flow,2,0.5,wind_nominal_electric_mw,17.027027027027025
flow,3,0.75,wind_nominal_electric_mw,19.009009009009006
flow,4,1.0,wind_nominal_electric_mw,11.891891891891891
flow,5,1.25,wind_nominal_electric_mw,13.423423423423426
flow,6,1.5,wind_nominal_electric_mw,15.405405405405405
flow,7,1.75,wind_nominal_electric_mw,17.47747747747748
flow,8,2.0,wind_nominal_electric_mw,17.027027027027025
flow,9,2.25,wind_nominal_electric_mw,24.86486486486487
flow,10,2.5,wind_nominal_electric_mw,30.000000000000004
flow,11,2.75,wind_nominal_electric_mw,28.73873873873874
flow,12,3.0,wind_nominal_electric_mw,19.54954954954955
flow,13,3.25,wind_nominal_electric_mw,14.594594594594593
flow,14,3.5,wind_nominal_electric_mw,12.702702702702702
flow,15,3.75,wind_nominal_electric_mw,15.495495495495494
flow,16,4.0,wind_nominal_electric_mw,19.45945945945946
flow,17,4.25,wind_nominal_electric_mw,17.207207207207205
flow,18,4.5,wind_nominal_electric_mw,18.01801801801802
flow,19,4.75,wind_nominal_electric_mw,14.594594594594593
flow,20,5.0,wind_nominal_electric_mw,14.774774774774775
flow,21,5.25,wind_nominal_electric_mw,13.063063063063062
flow,22,5.5,wind_nominal_electric_mw,13.513513513513512
flow,23,5.75,wind_nominal_electric_mw,11.081081081081084
flow,24,6.0,wind_nominal_electric_mw,9.54954954954955
flow,25,6.25,wind_nominal_electric_mw,9.279279279279278
flow,26,6.5,wind_nominal_electric_mw,7.927927927927928
flow,27,6.75,wind_nominal_electric_mw,8.018018018018019
flow,28,7.0,wind_nominal_electric_mw,7.387387387387387
flow,29,7.25,wind_nominal_electric_mw,9.81981981981982
flow,30,7.5,wind_nominal_electric_mw,8.64864864864865
flow,31,7.75,wind_nominal_electric_mw,10.0
flow,32,8.0,wind_nominal_electric_mw,10.0
flow,33,8.25,wind_nominal_electric_mw,9.00900900900901
flow,34,8.5,wind_nominal_electric_mw,8.108108108108109
flow,35,8.75,wind_nominal_electric_mw,8.018018018018019
flow,36,9.0,wind_nominal_electric_mw,9.36936936936937
flow,37,9.25,wind_nominal_electric_mw,11.801801801801801
flow,38,9.5,wind_nominal_electric_mw,18.1981981981982
flow,39,9.75,wind_nominal_electric_mw,16.756756756756758
flow,40,10.0,wind_nominal_electric_mw,12.342342342342342
flow,41,10.25,wind_nominal_electric_mw,11.531531531531535
flow,42,10.5,wind_nominal_electric_mw,10.0
flow,43,10.75,wind_nominal_electric_mw,11.441441441441441
flow,44,11.0,wind_nominal_electric_mw,11.621621621621621
flow,45,11.25,wind_nominal_electric_mw,10.9009009009009
flow,46,11.5,wind_nominal_electric_mw,10.99099099099099
flow,47,11.75,wind_nominal_electric_mw,11.711711711711711
flow,48,12.0,wind_nominal_electric_mw,7.477477477477478
flow,49,12.25,wind_nominal_electric_mw,8.468468468468469
flow,50,12.5,wind_nominal_electric_mw,6.126126126126126
flow,51,12.75,wind_nominal_electric_mw,5.8558558558558556
flow,52,13.0,wind_nominal_electric_mw,6.666666666666667
flow,53,13.25,wind_nominal_electric_mw,6.846846846846846
flow,54,13.5,wind_nominal_electric_mw,4.954954954954955
flow,55,13.75,wind_nominal_electric_mw,3.513513513513514
flow,56,14.0,wind_nominal_electric_mw,1.8918918918918923
flow,57,14.25,wind_nominal_electric_mw,1.5315315315315314
flow,58,14.5,wind_nominal_electric_mw,0.9009009009009008
flow,59,14.75,wind_nominal_electric_mw,1.981981981981982
flow,60,15.0,wind_nominal_electric_mw,1.3513513513513513
flow,61,15.25,wind_nominal_electric_mw,2.7027027027027026
flow,62,15.5,wind_nominal_electric_mw,3.7837837837837847
flow,63,15.75,wind_nominal_electric_mw,2.6126126126126126
flow,64,16.0,wind_nominal_electric_mw,3.603603603603603
flow,65,16.25,wind_nominal_electric_mw,3.3333333333333335
flow,66,16.5,wind_nominal_electric_mw,3.6936936936936937
flow,67,16.75,wind_nominal_electric_mw,2.8828828828828836
flow,68,17.0,wind_nominal_electric_mw,3.3333333333333335
flow,69,17.25,wind_nominal_electric_mw,3.2432432432432434
flow,70,17.5,wind_nominal_electric_mw,2.3423423423423424
flow,71,17.75,wind_nominal_electric_mw,1.6216216216216217
flow,72,18.0,wind_nominal_electric_mw,2.5225225225225225
flow,73,18.25,wind_nominal_electric_mw,3.963963963963964
flow,74,18.5,wind_nominal_electric_mw,2.972972972972973
flow,75,18.75,wind_nominal_electric_mw,4.594594594594595
flow,76,19.0,wind_nominal_electric_mw,4.504504504504505
flow,77,19.25,wind_nominal_electric_mw,4.2342342342342345
flow,78,19.5,wind_nominal_electric_mw,6.216216216216218
flow,79,19.75,wind_nominal_electric_mw,5.045045045045045
flow,80,20.0,wind_nominal_electric_mw,5.045045045045045
flow,81,20.25,wind_nominal_electric_mw,8.82882882882883
flow,82,20.5,wind_nominal_electric_mw,13.783783783783784
flow,83,20.75,wind_nominal_electric_mw,14.774774774774775
flow,84,21.0,wind_nominal_electric_mw,12.792792792792794
flow,85,21.25,wind_nominal_electric_mw,7.477477477477478
flow,86,21.5,wind_nominal_electric_mw,7.837837837837839
flow,87,21.75,wind_nominal_electric_mw,9.90990990990991
flow,88,22.0,wind_nominal_electric_mw,9.54954954954955
flow,89,22.25,wind_nominal_electric_mw,8.288288288288289
flow,90,22.5,wind_nominal_electric_mw,10.45045045045045
flow,91,22.75,wind_nominal_electric_mw,9.72972972972973
flow,92,23.0,wind_nominal_electric_mw,4.864864864864865
flow,93,23.25,wind_nominal_electric_mw,2.3423423423423424
flow,94,23.5,wind_nominal_electric_mw,2.0720720720720722
flow,95,23.75,wind_nominal_electric_mw,1.981981981981982
flow,0,0.0,wind_worst_electric_mw,7.117117117117119
flow,1,0.25,wind_worst_electric_mw,12.342342342342342
flow,2,0.5,wind_worst_electric_mw,11.351351351351349
flow,3,0.75,wind_worst_electric_mw,12.672672672672673
flow,4,1.0,wind_worst_electric_mw,7.927927927927926
flow,5,1.25,wind_worst_electric_mw,8.94894894894895
flow,6,1.5,wind_worst_electric_mw,10.270270270270268
flow,7,1.75,wind_worst_electric_mw,11.65165165165165
flow,8,2.0,wind_worst_electric_mw,11.351351351351349
flow,9,2.25,wind_worst_electric_mw,16.576576576576585
flow,10,2.5,wind_worst_electric_mw,20.000000000000004
flow,11,2.75,wind_worst_electric_mw,19.15915915915916
flow,12,3.0,wind_worst_electric_mw,13.033033033033032
flow,13,3.25,wind_worst_electric_mw,9.72972972972973
flow,14,3.5,wind_worst_electric_mw,12.702702702702698
flow,15,3.75,wind_worst_electric_mw,15.495495495495494
flow,16,4.0,wind_worst_electric_mw,19.45945945945946
flow,17,4.25,wind_worst_electric_mw,17.207207207207205
flow,18,4.5,wind_worst_electric_mw,18.01801801801802
flow,19,4.75,wind_worst_electric_mw,14.594594594594593
flow,20,5.0,wind_worst_electric_mw,14.774774774774771
flow,21,5.25,wind_worst_electric_mw,13.063063063063062
flow,22,5.5,wind_worst_electric_mw,13.513513513513509
flow,23,5.75,wind_worst_electric_mw,11.081081081081088
flow,24,6.0,wind_worst_electric_mw,9.54954954954955
flow,25,6.25,wind_worst_electric_mw,9.279279279279278
flow,26,6.5,wind_worst_electric_mw,7.927927927927928
flow,27,6.75,wind_worst_electric_mw,8.018018018018017
flow,28,7.0,wind_worst_electric_mw,7.387387387387386
flow,29,7.25,wind_worst_electric_mw,9.81981981981982
flow,30,7.5,wind_worst_electric_mw,8.64864864864865
flow,31,7.75,wind_worst_electric_mw,10.0
flow,32,8.0,wind_worst_electric_mw,10.0
flow,33,8.25,wind_worst_electric_mw,9.009009009009011
flow,34,8.5,wind_worst_electric_mw,8.108108108108105
flow,35,8.75,wind_worst_electric_mw,8.018018018018017
flow,36,9.0,wind_worst_electric_mw,9.36936936936937
flow,37,9.25,wind_worst_electric_mw,11.801801801801801
flow,38,9.5,wind_worst_electric_mw,18.1981981981982
flow,39,9.75,wind_worst_electric_mw,16.756756756756758
flow,40,10.0,wind_worst_electric_mw,12.342342342342342
flow,41,10.25,wind_worst_electric_mw,11.531531531531535
flow,42,10.5,wind_worst_electric_mw,10.0
flow,43,10.75,wind_worst_electric_mw,11.441441441441441
flow,44,11.0,wind_worst_electric_mw,11.621621621621621
flow,45,11.25,wind_worst_electric_mw,10.9009009009009
flow,46,11.5,wind_worst_electric_mw,10.990990990990994
flow,47,11.75,wind_worst_electric_mw,11.711711711711711
flow,48,12.0,wind_worst_electric_mw,7.47747747747748
flow,49,12.25,wind_worst_electric_mw,8.468468468468469
flow,50,12.5,wind_worst_electric_mw,6.126126126126126
flow,51,12.75,wind_worst_electric_mw,5.8558558558558556
flow,52,13.0,wind_worst_electric_mw,6.666666666666665
flow,53,13.25,wind_worst_electric_mw,6.846846846846846
flow,54,13.5,wind_worst_electric_mw,4.954954954954955
flow,55,13.75,wind_worst_electric_mw,3.513513513513514
flow,56,14.0,wind_worst_electric_mw,1.8918918918918923
flow,57,14.25,wind_worst_electric_mw,1.5315315315315314
flow,58,14.5,wind_worst_electric_mw,0.900900900900901
flow,59,14.75,wind_worst_electric_mw,1.981981981981982
flow,60,15.0,wind_worst_electric_mw,1.3513513513513513
flow,61,15.25,wind_worst_electric_mw,2.7027027027027026
flow,62,15.5,wind_worst_electric_mw,3.7837837837837847
flow,63,15.75,wind_worst_electric_mw,2.6126126126126126
flow,64,16.0,wind_worst_electric_mw,3.603603603603603
flow,65,16.25,wind_worst_electric_mw,3.3333333333333335
flow,66,16.5,wind_worst_electric_mw,3.6936936936936937
flow,67,16.75,wind_worst_electric_mw,2.8828828828828836
flow,68,17.0,wind_worst_electric_mw,3.3333333333333335
flow,69,17.25,wind_worst_electric_mw,3.2432432432432434
flow,70,17.5,wind_worst_electric_mw,2.342342342342342
flow,71,17.75,wind_worst_electric_mw,1.6216216216216217
flow,72,18.0,wind_worst_electric_mw,2.5225225225225225
flow,73,18.25,wind_worst_electric_mw,3.963963963963964
flow,74,18.5,wind_worst_electric_mw,2.972972972972973
flow,75,18.75,wind_worst_electric_mw,4.594594594594595
flow,76,19.0,wind_worst_electric_mw,4.504504504504505
flow,77,19.25,wind_worst_electric_mw,4.2342342342342345
flow,78,19.5,wind_worst_electric_mw,6.216216216216218
flow,79,19.75,wind_worst_electric_mw,5.045045045045045
flow,80,20.0,wind_worst_electric_mw,5.045045045045045
flow,81,20.25,wind_worst_electric_mw,8.82882882882883
flow,82,20.5,wind_worst_electric_mw,13.783783783783784
flow,83,20.75,wind_worst_electric_mw,14.774774774774771
flow,84,21.0,wind_worst_electric_mw,12.792792792792794
flow,85,21.25,wind_worst_electric_mw,7.47747747747748
flow,86,21.5,wind_worst_electric_mw,7.837837837837839
flow,87,21.75,wind_worst_electric_mw,9.90990990990991
flow,88,22.0,wind_worst_electric_mw,9.54954954954955
flow,89,22.25,wind_worst_electric_mw,8.288288288288289
flow,90,22.5,wind_worst_electric_mw,10.45045045045045
flow,91,22.75,wind_worst_electric_mw,9.72972972972973
flow,92,23.0,wind_worst_electric_mw,4.864864864864865
flow,93,23.25,wind_worst_electric_mw,2.342342342342342
flow,94,23.5,wind_worst_electric_mw,2.0720720720720722
